date,close,open,volume,high,low,MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,MA5_10_cross,MA10_20_cross,MA20_50_cross,EMA_cross,RSI,RSI_slope,price_slope,RSI_divergence,MACD,MACD_signal,MACD_hist,BB_middle,BB_std,BB_upper,BB_lower,BB_width,BB_B,volatility_10,volatility_20,volatility_ratio,price_roc_5,price_roc_10,price_roc_20,tr,atr,plus_dm,minus_dm,plus_di,minus_di,dx,ADX,volume_ma10,volume_ma20,volume_ratio,OBV,momentum_5,momentum_10,CMF,%K,%D,CCI,price_vol_corr,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,TEMA,DEMA,MOM,PPO,HT_DCPERIOD,CDL_DOJI,CDL_HAMMER,CDL_ENGULFING,day_of_week,month,quarter
2023-09-25,77.59,77.56,544471,77.59,77.56,76.646,76.702,78.7515,87.8876,105.98494505494504,77.59,77.59,77.59,0.055999999999997385,2.049500000000009,12.215400000000002,0.0,57.95306387997821,6.860831897156324,-3.0,0,0.0,0.0,0.0,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,0.030000000000001137,1.2549999999999994,0.0,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,0.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,84.4,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,0,9,3
2023-09-26,77.55,77.75,224857,77.75,77.55,76.646,76.702,78.7515,87.8876,105.98494505494504,77.58272727272727,77.58619047619048,77.58843137254902,0.055999999999997385,2.049500000000009,12.215400000000002,-0.003463203463212494,57.95306387997821,6.860831897156324,-3.0,0,-0.003190883190882232,-0.0006381766381764464,-0.0025527065527057857,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,0.20000000000000284,1.2549999999999994,0.1599999999999966,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-224857.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,84.92,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,1,9,3
2023-09-27,77.38,77.82,399594,77.82,77.38,76.646,76.702,78.7515,87.8876,105.98494505494504,77.54586776859503,77.56655328798186,77.58025759323337,0.055999999999997385,2.049500000000009,12.215400000000002,-0.02068551938683072,57.95306387997821,6.860831897156324,-3.0,0,-0.01921575311889967,-0.004353691934321091,-0.01486206118457858,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,0.4399999999999977,1.2549999999999994,0.0,0.1700000000000017,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-624451.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,84.19,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,2,9,3
2023-09-28,75.01,77.79,385824,77.79,75.01,76.646,76.702,78.7515,87.8876,105.98494505494504,77.08480090157775,77.32307202245978,77.47946317781245,0.055999999999997385,2.049500000000009,12.215400000000002,-0.2382711208820325,57.95306387997821,6.860831897156324,-3.0,0,-0.2206116967591356,-0.047605292899284,-0.1730064038598516,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,2.780000000000001,1.2549999999999994,0.0,2.3699999999999903,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-1010275.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,84.2,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,3,9,3
2023-10-02,75.7,75.98,250355,75.98,75.7,76.646,76.702,78.7515,87.8876,105.98494505494504,76.83301891947269,77.16849373460647,77.40968030809431,0.055999999999997385,2.049500000000009,12.215400000000002,-0.33547481513377875,57.95306387997821,6.860831897156324,-3.0,0,-0.3208437130384141,-0.10225297692711002,-0.21859073611130406,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,0.9699999999999989,1.2549999999999994,0.0,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-759920.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,84.05,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,0,10,4
2023-10-03,74.59,76.23,463837,76.23,74.59,76.04599999999999,76.702,78.7515,87.8876,105.98494505494504,76.42519729775037,76.9229229027392,77.29910460973767,0.055999999999997385,2.049500000000009,12.215400000000002,-0.4977256049888297,57.95306387997821,6.860831897156324,-3.0,0,-0.4842637404590704,-0.1786551296335021,-0.3056086108255683,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.866477638870991,3.595824204150011,4.897538342569918,1.6400000000000006,1.2549999999999994,0.0,1.1099999999999994,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-1223757.0,-3.0,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,83.19,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,1,10,4
2023-10-04,74.69,74.8,747869,74.8,74.69,75.474,76.702,78.7515,87.8876,105.98494505494504,76.10970687997758,76.7102635786688,77.19678678190482,0.055999999999997385,2.049500000000009,12.215400000000002,-0.6005566986912214,57.95306387997821,6.860831897156324,-2.8599999999999994,0,-0.5988034913959552,-0.26268480198599276,-0.3361186894099625,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-3.6879432624113417,3.595824204150011,4.897538342569918,0.20999999999999375,1.2549999999999994,0.0,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,-475888.0,-2.8599999999999994,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,85.44,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,2,10,4
2023-10-05,76.7,75.15,1296507,76.7,75.15,75.33800000000001,76.702,78.7515,87.8876,105.98494505494504,76.21703290179984,76.70928609498606,77.17730494732032,0.055999999999997385,2.049500000000009,12.215400000000002,-0.4922531931862153,57.95306387997821,6.860831897156324,-0.6799999999999926,0,-0.5213767607465485,-0.3144231937381039,-0.20695356700844458,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,-0.8787800465236417,3.595824204150011,4.897538342569918,2.010000000000005,1.2549999999999994,1.9000000000000057,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,820619.0,-0.6799999999999926,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,86.89,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,3,10,4
2023-10-06,79.38,77.27,3216834,79.38,77.27,76.21200000000002,76.702,78.7515,87.8876,105.98494505494504,76.79211782874532,76.96363980022548,77.26368514546462,0.055999999999997385,2.049500000000009,12.215400000000002,-0.17152197148016057,57.95306387997821,6.860831897156324,4.36999999999999,0,-0.240984002992775,-0.29973535558903813,0.05875135259626313,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,5.825889881349133,3.595824204150011,4.897538342569918,2.6799999999999926,1.2549999999999994,2.6799999999999926,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,4037453.0,4.36999999999999,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,93.63,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,4,10,4
2023-10-09,78.43,78.25,587864,78.43,78.25,76.758,76.702,78.7515,87.8876,105.98494505494504,77.08991458715526,77.10329315258495,77.30942298289739,0.055999999999997385,2.049500000000009,12.215400000000002,-0.01337856542969007,57.95306387997821,6.860831897156324,2.730000000000004,0,-0.09434028676982109,-0.25865634182519476,0.16431605505537367,78.7515,2.5146942369328267,83.78088847386564,73.72211152613434,0.12772806800782882,0.7314893760967665,1.6499346788416918,2.5146942369328267,0.4522506396759583,3.606340819022469,3.595824204150011,4.897538342569918,1.1299999999999955,1.2549999999999994,0.0,0.0,41.03585657043537,31.075697208679205,13.812154696113454,36.57225279758161,811801.2,1117272.4,0.7241477346916954,3449589.0,2.730000000000004,2.789999999999992,0.3274390381255596,85.13302034295562,83.47379241692542,155.87412614917508,0.5380999090164185,76.985,79.185,79.37,95.66,97.61,114.4692585669189,94.50300446375434,2.789999999999992,2.0129529854002954,15.646696015449795,0,0,0,0,10,4
